ARPU,CHURN,churn_binary
10.91,No,0
19.63,No,0
19.63,No,0
9.82,No,0
16.38,No,0
32.78,No,0
14.05,No,0
9.83,No,0
16.39,Yes,1
12.29,No,0
9.83,No,0
12.31,No,0
14.07,No,0
14.07,No,0
16.42,No,0
14.07,No,0
16.42,No,0
16.42,No,0
12.31,No,0
19.7,No,0
19.73,No,0
14.1,No,0
9.87,No,0
16.45,No,0
49.34,No,0
16.45,No,0
16.45,No,0
32.89,No,0
98.67,No,0
19.73,No,0
14.1,No,0
8.97,No,0
24.71,No,0
14.12,No,0
24.71,No,0
14.12,No,0
16.47,No,0
10.98,No,0
32.94,No,0
19.8,No,0
16.5,No,0
33.0,No,0
33.06,No,0
19.83,No,0
14.17,No,0
14.17,No,0
24.79,No,0
24.83,No,0
19.87,No,0
19.87,No,0
16.56,No,0
16.58,No,0
24.88,No,0
16.58,No,0
16.58,Yes,1
24.88,No,0
14.24,No,0
16.61,No,0
19.93,No,0
19.93,No,0
19.93,No,0
19.93,No,0
9.97,No,0
16.61,No,0
33.22,No,0
24.96,Yes,1
33.28,No,0
33.28,No,0
14.26,No,0
24.96,No,0
12.48,No,0
33.33,No,0
20.0,No,0
14.29,No,0
33.33,No,0
25.0,No,0
10.0,No,0
25.0,No,0
50.0,Yes,1
8.33,No,0
10.0,No,0
20.0,No,0
20.03,No,0
20.03,No,0
16.7,No,0
25.04,No,0
12.54,Yes,1
12.54,No,0
16.72,Yes,1
11.15,No,0
16.72,Yes,1
11.17,No,0
20.1,No,0
16.75,No,0
25.13,No,0
16.75,No,0
10.05,No,0
20.1,No,0
100.5,Yes,1
50.25,No,0
12.58,No,0
11.19,No,0
14.38,No,0
20.13,No,0
33.56,No,0
20.17,No,0
20.17,No,0
16.81,No,0
12.6,No,0
16.83,No,0
14.45,No,0
20.23,No,0
50.59,No,0
16.89,No,0
20.27,No,0
10.15,No,0
11.28,No,0
20.3,No,0
16.92,No,0
16.92,No,0
20.3,No,0
20.3,Yes,1
20.33,No,0
10.17,No,0
33.89,No,0
9.24,No,0
12.71,No,0
20.33,No,0
25.46,No,0
11.31,No,0
12.73,No,0
16.97,No,0
34.0,No,0
25.5,No,0
12.75,No,0
11.33,No,0
10.2,No,0
25.54,No,0
20.43,No,0
14.62,No,0
12.79,No,0
17.06,No,0
14.64,Yes,1
12.81,No,0
34.17,No,0
17.11,No,0
12.83,No,0
11.41,Yes,1
34.22,No,0
25.67,No,0
20.57,No,0
20.57,No,0
9.35,No,0
14.69,No,0
34.28,No,0
11.44,No,0
12.88,No,0
17.17,No,0
20.6,No,0
14.71,No,0
14.71,No,0
11.44,No,0
12.88,No,0
17.2,No,0
20.63,No,0
11.46,No,0
14.74,No,0
6.45,No,0
11.46,No,0
17.2,No,0
20.63,No,0
17.22,No,0
17.22,No,0
14.79,No,0
8.63,No,0
17.28,Yes,1
12.96,No,0
12.96,No,0
12.96,No,0
14.81,No,0
34.56,No,0
14.83,No,0
14.83,No,0
17.33,No,0
34.67,No,0
34.67,No,0
14.86,No,0
17.36,No,0
17.39,No,0
11.59,No,0
17.39,No,0
26.13,No,0
13.06,No,0
13.06,No,0
17.45,No,0
17.45,No,0
14.95,Yes,1
20.93,No,0
26.17,No,0
10.47,No,0
20.93,Yes,1
20.97,No,0
20.97,No,0
20.97,No,0
17.5,No,0
105.0,No,0
11.67,No,0
17.5,No,0
15.0,No,0
13.15,No,0
13.15,Yes,1
26.29,No,0
10.52,No,0
21.03,No,0
11.7,No,0
10.53,No,0
17.56,No,0
21.07,No,0
21.07,No,0
15.07,No,0
17.58,No,0
21.1,No,0
17.58,No,0
17.61,No,0
11.74,Yes,1
13.21,No,0
8.81,No,0
105.67,Yes,1
13.21,No,0
11.74,No,0
35.28,No,0
17.64,No,0
21.2,No,0
21.2,Yes,1
15.14,No,0
26.5,No,0
21.2,No,0
26.5,No,0
21.2,No,0
26.5,No,0
15.14,No,0
17.7,No,0
13.27,No,0
21.23,No,0
26.54,No,0
15.17,No,0
21.27,No,0
21.27,No,0
35.44,No,0
17.75,No,0
13.31,No,0
15.21,No,0
53.25,No,0
11.85,Yes,1
17.78,No,0
26.67,No,0
13.33,No,0
26.67,No,0
15.24,No,0
21.37,No,0
106.83,No,0
17.81,No,0
21.37,No,0
13.35,No,0
21.37,No,0
13.35,No,0
7.64,No,0
35.67,No,0
21.4,No,0
17.83,No,0
17.86,No,0
21.47,No,0
21.47,No,0
35.78,No,0
15.33,No,0
17.89,No,0
15.33,No,0
35.78,No,0
13.44,No,0
21.5,No,0
35.89,No,0
13.48,No,0
17.97,No,0
11.98,No,0
35.94,No,0
15.43,No,0
15.43,No,0
54.0,No,0
15.43,No,0
18.03,No,0
9.01,No,0
18.03,No,0
15.45,No,0
15.48,No,0
12.04,Yes,1
13.54,No,0
27.08,No,0
9.86,No,0
36.17,No,0
10.87,Yes,1
10.87,No,0
12.07,No,0
36.22,Yes,1
21.77,No,0
27.21,No,0
18.14,No,0
9.07,No,0
21.8,No,0
18.17,No,0
15.57,No,0
13.63,No,0
21.83,No,0
18.2,No,0
54.59,No,0
18.2,No,0
21.83,Yes,1
27.33,Yes,1
27.33,No,0
27.33,No,0
36.5,No,0
21.9,No,0
27.38,No,0
36.5,No,0
18.28,No,0
18.28,No,0
36.56,No,0
109.67,No,0
18.28,Yes,1
9.98,No,0
36.61,No,0
13.73,No,0
15.69,Yes,1
18.31,No,0
18.33,No,0
13.75,No,0
22.0,No,0
18.33,No,0
36.67,No,0
27.54,No,0
36.72,No,0
12.24,Yes,1
13.77,No,0
11.03,No,0
18.39,No,0
15.76,No,0
9.19,No,0
18.42,No,0
27.63,No,0
3.57,No,0
15.81,No,0
18.45,No,0
22.13,No,0
18.45,No,0
27.67,No,0
9.24,No,0
36.94,No,0
27.71,No,0
22.2,No,0
12.33,No,0
27.75,No,0
27.75,No,0
10.11,No,0
11.12,No,0
37.06,No,0
13.9,No,0
18.53,No,0
22.23,No,0
13.9,No,0
18.53,No,0
15.9,No,0
12.37,No,0
27.83,No,0
15.9,No,0
6.96,No,0
27.83,Yes,1
9.29,No,0
18.58,No,0
6.97,No,0
22.3,No,0
13.96,No,0
13.96,No,0
18.61,No,0
11.17,No,0
18.61,No,0
18.61,No,0
12.41,No,0
15.95,No,0
11.18,No,0
18.64,Yes,1
18.64,No,0
56.0,No,0
28.0,No,0
18.67,No,0
18.7,No,0
11.23,No,0
10.21,No,0
37.44,No,0
11.23,No,0
11.25,No,0
11.25,No,0
18.75,No,0
28.13,No,0
28.13,No,0
22.5,Yes,1
22.5,Yes,1
28.21,No,0
12.54,No,0
22.57,No,0
10.26,No,0
22.57,No,0
14.13,No,0
16.14,No,0
37.67,No,0
37.67,No,0
22.63,No,0
37.78,No,0
22.67,No,0
56.75,No,0
14.19,No,0
28.38,No,0
37.83,No,0
14.21,No,0
22.73,No,0
28.45,No,0
14.23,Yes,1
16.26,No,0
37.94,No,0
14.23,No,0
38.0,No,0
22.8,No,0
57.09,No,0
19.03,No,0
11.42,Yes,1
22.83,No,0
19.03,No,0
22.83,No,0
19.03,No,0
7.61,No,0
38.11,No,0
22.87,No,0
28.63,No,0
16.36,No,0
57.34,No,0
22.93,No,0
22.93,No,0
28.67,No,0
16.4,No,0
57.42,Yes,1
19.14,No,0
57.42,No,0
19.14,No,0
19.17,No,0
14.38,No,0
19.17,Yes,1
16.43,No,0
12.78,No,0
19.2,No,0
14.4,No,0
23.07,No,0
16.48,No,0
12.81,No,0
11.53,No,0
28.88,No,0
38.5,No,0
23.1,No,0
23.1,No,0
19.28,No,0
12.85,No,0
14.9,No,0
12.87,No,0
12.87,No,0
7.24,No,0
23.17,No,0
16.55,No,0
23.17,No,0
12.87,No,0
16.55,No,0
14.48,No,0
14.5,No,0
23.2,No,0
11.6,No,0
29.0,No,0
23.23,No,0
12.91,No,0
29.04,No,0
14.52,No,0
16.62,No,0
14.54,No,0
16.62,No,0
29.08,No,0
29.08,No,0
14.56,No,0
23.3,No,0
16.64,No,0
38.83,No,0
12.94,No,0
38.83,No,0
14.58,No,0
19.45,No,0
11.67,No,0
23.33,No,0
29.21,No,0
12.98,No,0
14.6,No,0
19.47,No,0
16.69,No,0
13.0,No,0
29.25,No,0
29.25,No,0
19.5,No,0
16.71,No,0
19.53,No,0
6.89,No,0
10.65,No,0
16.74,No,0
19.56,No,0
19.56,No,0
13.04,No,0
19.56,No,0
39.11,No,0
16.76,Yes,1
16.76,No,0
13.06,No,0
16.79,No,0
13.06,No,0
58.84,No,0
11.77,No,0
58.84,Yes,1
29.5,No,0
23.63,No,0
16.88,No,0
16.88,No,0
19.7,Yes,1
23.63,No,0
23.63,No,0
14.77,No,0
19.7,No,0
19.72,No,0
7.89,No,0
14.79,No,0
23.67,No,0
29.58,No,0
14.79,Yes,1
14.79,No,0
118.33,No,0
19.75,No,0
29.67,No,0
39.56,No,0
39.56,No,0
13.2,No,0
59.42,No,0
29.71,No,0
9.14,No,0
13.2,No,0
23.77,No,0
23.8,No,0
11.9,No,0
29.75,No,0
18.89,No,0
14.9,No,0
29.79,No,0
14.9,No,0
8.51,No,0
13.26,No,0
23.87,No,0
23.9,No,0
17.07,No,0
14.94,No,0
29.92,No,0
23.93,No,0
13.31,No,0
19.97,No,0
59.92,No,0
13.31,No,0
17.12,No,0
30.0,No,0
17.14,No,0
12.0,No,0
40.0,No,0
40.0,No,0
24.03,No,0
17.17,No,0
13.35,No,0
24.07,No,0
30.08,No,0
6.34,No,0
20.08,No,0
40.17,No,0
8.62,No,0
20.11,No,0
20.11,No,0
30.17,Yes,1
30.17,No,0
20.11,No,0
15.08,No,0
24.17,No,0
24.17,No,0
24.17,No,0
15.1,No,0
20.17,No,0
17.29,No,0
24.2,No,0
13.44,No,0
24.2,No,0
12.1,No,0
13.46,No,0
20.2,No,0
15.15,No,0
24.23,No,0
12.12,No,0
11.02,No,0
13.48,No,0
20.22,No,0
121.33,No,0
12.13,No,0
20.25,No,0
17.36,Yes,1
17.36,No,0
13.5,No,0
12.17,No,0
15.23,No,0
24.37,No,0
15.23,No,0
24.37,No,0
24.37,No,0
20.31,No,0
15.25,No,0
24.4,No,0
24.47,No,0
17.48,No,0
40.78,No,0
15.29,Yes,1
11.12,Yes,1
30.6,No,0
15.31,No,0
24.5,No,0
13.61,No,0
40.89,No,0
24.53,Yes,1
15.33,No,0
20.45,No,0
10.24,No,0
40.94,No,0
30.71,Yes,1
30.71,No,0
40.94,No,0
15.35,No,0
20.5,No,0
30.75,No,0
12.3,No,0
24.63,No,0
24.63,No,0
13.69,No,0
13.7,No,0
13.7,No,0
13.7,No,0
20.58,No,0
30.88,No,0
18.17,No,0
17.64,Yes,1
30.92,No,0
24.73,No,0
20.64,No,0
17.69,No,0
41.28,No,0
15.5,No,0
17.71,No,0
9.54,No,0
24.8,No,0
24.8,No,0
20.7,No,0
41.39,No,0
24.83,No,0
41.39,No,0
24.83,No,0
12.42,No,0
62.17,No,0
10.36,No,0
9.56,No,0
20.72,No,0
31.08,No,0
20.72,No,0
12.45,No,0
20.75,No,0
41.5,No,0
20.75,No,0
15.56,Yes,1
24.9,No,0
11.32,No,0
17.79,No,0
31.17,No,0
8.32,No,0
41.61,No,0
17.83,No,0
24.97,No,0
25.0,No,0
13.89,No,0
125.0,No,0
15.63,No,0
31.25,No,0
15.65,Yes,1
11.38,No,0
20.86,No,0
41.72,No,0
41.72,No,0
11.38,No,0
20.89,No,0
11.39,No,0
15.67,No,0
25.07,No,0
41.89,Yes,1
25.13,No,0
31.42,No,0
13.96,No,0
17.98,No,0
25.17,No,0
20.97,No,0
18.0,No,0
18.0,No,0
25.23,No,0
14.02,No,0
25.23,No,0
9.71,Yes,1
25.27,No,0
42.11,No,0
14.06,No,0
25.3,No,0
15.83,No,0
11.52,No,0
12.67,No,0
63.34,No,0
14.07,No,0
42.28,Yes,1
21.17,No,0
15.88,No,0
42.33,No,0
21.2,No,0
25.43,No,0
18.19,No,0
18.21,Yes,1
21.25,No,0
31.88,No,0
14.17,No,0
14.19,No,0
21.28,No,0
42.56,No,0
21.28,No,0
11.62,No,0
14.2,Yes,1
15.98,No,0
31.96,No,0
42.61,No,0
25.57,No,0
12.78,No,0
18.29,No,0
16.0,No,0
25.6,No,0
16.02,No,0
21.36,No,0
9.86,No,0
25.63,No,0
9.87,No,0
18.33,No,0
21.39,No,0
11.67,No,0
21.42,No,0
25.7,No,0
32.13,No,0
21.42,No,0
9.88,No,0
16.06,No,0
18.36,No,0
18.36,No,0
21.42,No,0
9.9,No,0
32.21,No,0
32.25,No,0
18.43,No,0
18.43,Yes,1
21.5,Yes,1
16.15,No,0
32.29,Yes,1
64.59,No,0
7.47,No,0
10.76,No,0
21.53,No,0
25.83,No,0
16.17,No,0
21.56,No,0
18.48,No,0
16.19,No,0
43.17,No,0
16.21,No,0
32.42,No,0
7.64,No,0
64.92,Yes,1
16.23,No,0
18.55,No,0
32.46,No,0
14.44,No,0
130.0,No,0
43.39,Yes,1
26.03,No,0
14.46,No,0
26.03,No,0
21.72,No,0
32.58,No,0
14.48,No,0
13.05,Yes,1
21.75,No,0
21.75,No,0
43.56,No,0
18.69,No,0
14.54,No,0
13.08,No,0
11.91,No,0
32.75,No,0
14.57,No,0
43.72,No,0
26.23,No,0
65.67,No,0
10.94,No,0
13.15,No,0
14.61,No,0
21.92,No,0
26.33,No,0
16.46,No,0
26.33,No,0
16.46,No,0
21.97,No,0
14.65,No,0
26.37,No,0
18.86,No,0
13.2,No,0
22.0,No,0
14.67,No,0
22.03,No,0
16.52,No,0
16.52,No,0
8.26,No,0
13.22,No,0
13.22,No,0
13.23,No,0
13.23,No,0
66.17,No,0
13.23,No,0
33.08,No,0
22.08,No,0
33.13,No,0
18.93,No,0
16.56,No,0
22.11,No,0
22.11,No,0
7.37,No,0
12.06,No,0
59.84,No,0
14.76,Yes,1
12.08,Yes,1
66.42,No,0
14.76,No,0
44.33,No,0
12.09,No,0
16.63,Yes,1
22.17,Yes,1
7.4,No,0
26.63,No,0
66.59,Yes,1
33.29,No,0
16.65,No,0
12.12,No,0
19.05,No,0
33.33,No,0
13.33,No,0
14.83,No,0
26.7,Yes,1
33.38,No,0
10.27,No,0
14.83,No,0
33.38,No,0
22.25,No,0
22.25,No,0
26.7,Yes,1
16.71,Yes,1
8.35,No,0
26.73,No,0
22.28,No,0
16.73,No,0
19.12,No,0
33.46,No,0
19.12,No,0
19.14,No,0
19.14,No,0
12.18,No,0
11.17,No,0
19.14,No,0
22.33,No,0
22.36,No,0
13.42,No,0
19.17,No,0
16.79,No,0
14.93,No,0
16.79,No,0
22.42,No,0
33.25,No,0
11.21,No,0
11.21,No,0
33.63,No,0
26.9,No,0
33.63,No,0
11.22,No,0
12.24,No,0
22.45,No,0
16.85,No,0
44.94,No,0
13.48,No,0
22.5,Yes,1
27.0,No,0
9.64,No,0
33.75,No,0
15.02,No,0
10.41,No,0
22.56,No,0
22.56,No,0
19.33,No,0
19.36,No,0
27.1,No,0
15.06,No,0
22.58,No,0
13.57,No,0
22.61,No,0
22.64,No,0
19.43,No,0
45.33,No,0
45.33,No,0
34.0,No,0
68.0,No,0
17.0,No,0
22.7,No,0
15.13,No,0
19.46,No,0
27.27,No,0
19.48,No,0
34.13,No,0
27.3,No,0
22.75,No,0
22.75,No,0
22.78,No,0
22.78,No,0
17.08,No,0
45.56,No,0
19.52,No,0
45.61,No,0
13.68,No,0
19.55,No,0
19.55,No,0
45.61,No,0
15.22,No,0
22.83,Yes,1
13.7,No,0
19.6,No,0
6.24,No,0
27.47,No,0
6.88,Yes,1
12.5,No,0
68.84,No,0
34.42,No,0
15.31,Yes,1
27.6,No,0
27.6,No,0
15.35,No,0
19.74,No,0
15.35,No,0
19.76,No,0
19.76,No,0
13.83,No,0
15.37,No,0
13.85,No,0
19.79,No,0
34.63,No,0
23.11,No,0
23.11,No,0
46.33,No,0
15.44,No,0
46.33,No,0
19.86,No,0
27.83,Yes,1
69.59,No,0
12.65,No,0
9.95,No,0
34.83,No,0
11.61,No,0
27.9,No,0
34.88,No,0
27.9,No,0
8.72,No,0
15.5,No,0
19.93,No,0
17.46,No,0
11.64,No,0
23.28,No,0
12.7,No,0
11.64,No,0
15.52,Yes,1
19.95,No,0
27.97,No,0
17.5,No,0
20.0,No,0
17.52,Yes,1
35.04,No,0
14.02,No,0
15.59,No,0
12.76,No,0
28.07,No,0
20.05,No,0
28.07,No,0
46.83,No,0
20.07,No,0
23.45,No,0
14.08,No,0
17.6,No,0
23.5,No,0
35.25,No,0
17.63,No,0
47.0,No,0
35.29,No,0
20.17,No,0
20.17,No,0
70.67,Yes,1
47.11,No,0
17.67,No,0
23.56,No,0
47.17,No,0
47.17,No,0
23.58,No,0
17.69,No,0
12.88,No,0
15.74,No,0
20.26,No,0
20.26,No,0
17.75,No,0
15.78,No,0
15.78,Yes,1
28.43,No,0
20.33,No,0
35.58,No,0
10.17,No,0
14.23,No,0
15.81,No,0
20.36,No,0
20.4,No,0
17.88,No,0
143.0,No,0
14.3,No,0
23.83,No,0
20.45,No,0
23.92,No,0
28.7,No,0
10.25,No,0
35.88,No,0
11.97,No,0
13.06,Yes,1
13.08,No,0
28.77,No,0
28.77,Yes,1
10.27,No,0
20.55,Yes,1
20.57,No,0
24.0,No,0
18.0,No,0
14.4,No,0
48.0,No,0
20.57,No,0
11.09,No,0
12.01,No,0
16.02,No,0
28.83,No,0
36.08,No,0
18.04,No,0
28.9,No,0
20.64,No,0
16.06,No,0
36.13,No,0
9.64,No,0
16.07,No,0
14.12,No,0
14.47,No,0
28.93,No,0
24.14,No,0
24.14,No,0
18.1,No,0
7.62,No,0
24.14,Yes,1
48.28,No,0
10.35,No,0
14.5,No,0
18.15,No,0
18.15,No,0
29.03,Yes,1
14.52,No,0
36.33,No,0
18.17,No,0
29.07,No,0
16.17,No,0
20.79,No,0
14.55,No,0
14.55,No,0
29.1,No,0
24.25,No,0
14.57,No,0
36.42,No,0
18.23,No,0
14.58,Yes,1
12.15,No,0
20.86,No,0
14.6,No,0
11.23,No,0
36.58,No,0
9.15,No,0
12.19,No,0
24.39,No,0
18.29,No,0
18.31,No,0
14.65,No,0
13.32,No,0
14.67,No,0
18.33,No,0
36.67,No,0
20.95,No,0
36.67,No,0
14.68,Yes,1
20.98,No,0
21.02,No,0
13.38,No,0
21.02,No,0
24.56,No,0
21.05,No,0
49.17,No,0
16.39,No,0
21.07,No,0
73.75,No,0
21.07,No,0
18.46,No,0
16.41,No,0
18.46,No,0
24.64,No,0
21.12,No,0
18.48,No,0
7.39,No,0
14.8,No,0
14.8,No,0
16.44,No,0
29.63,No,0
29.63,No,0
13.48,No,0
24.72,No,0
29.67,No,0
18.54,No,0
9.9,No,0
8.74,No,0
24.78,No,0
29.73,No,0
18.6,No,0
21.26,No,0
148.83,No,0
14.88,No,0
29.77,No,0
18.6,No,0
16.54,No,0
49.61,No,0
10.64,No,0
24.83,No,0
37.29,Yes,1
29.83,No,0
18.65,No,0
12.44,No,0
74.75,No,0
16.63,No,0
18.73,No,0
16.65,No,0
13.62,No,0
15.0,No,0
50.0,Yes,1
25.0,No,0
15.0,No,0
37.5,No,0
18.75,No,0
18.75,No,0
37.54,No,0
30.03,No,0
16.69,No,0
8.84,No,0
13.67,No,0
12.53,No,0
25.08,Yes,1
12.54,No,0
15.05,No,0
16.72,No,0
11.58,No,0
30.13,No,0
37.67,No,0
16.76,No,0
12.58,No,0
25.17,No,0
18.9,No,0
16.8,No,0
15.12,No,0
13.76,No,0
21.62,No,0
16.81,No,0
8.91,No,0
16.83,No,0
13.77,No,0
13.77,No,0
25.28,No,0
30.33,No,0
18.96,No,0
25.28,No,0
21.69,No,0
19.0,No,0
25.33,No,0
50.67,No,0
50.72,No,0
15.22,No,0
152.17,No,0
19.04,No,0
76.17,No,0
19.04,No,0
25.42,No,0
10.89,No,0
38.17,No,0
10.91,No,0
38.17,No,0
16.96,No,0
16.98,No,0
25.47,No,0
19.13,No,0
51.0,No,0
38.25,Yes,1
21.86,No,0
12.75,No,0
153.17,No,0
25.53,No,0
21.88,No,0
30.63,No,0
25.53,No,0
15.33,No,0
51.11,No,0
9.03,No,0
30.7,No,0
30.7,No,0
19.21,No,0
21.95,No,0
25.61,No,0
21.95,No,0
10.98,Yes,1
13.97,No,0
30.73,No,0
17.09,Yes,1
25.64,No,0
12.82,No,0
17.09,No,0
21.98,No,0
38.46,Yes,1
15.4,No,0
15.4,No,0
10.27,No,0
22.0,No,0
9.63,No,0
51.39,No,0
14.02,No,0
17.15,Yes,1
25.75,No,0
25.78,Yes,1
17.19,Yes,1
30.93,No,0
15.48,No,0
51.67,No,0
38.79,No,0
38.79,No,0
17.26,No,0
19.42,No,0
31.07,No,0
19.42,No,0
10.36,No,0
51.78,No,0
15.55,Yes,1
77.75,Yes,1
11.13,No,0
15.58,No,0
26.0,No,0
13.01,No,0
19.52,No,0
17.37,No,0
10.42,No,0
17.39,No,0
17.39,No,0
31.33,No,0
26.11,No,0
17.41,No,0
15.67,No,0
17.42,No,0
17.43,No,0
11.2,No,0
22.43,No,0
52.33,No,0
26.2,No,0
26.22,No,0
22.48,No,0
22.48,No,0
9.83,No,0
19.69,No,0
14.32,No,0
26.25,No,0
15.75,No,0
157.5,No,0
12.13,Yes,1
26.28,No,0
17.52,No,0
13.14,No,0
39.54,No,0
26.36,No,0
13.19,No,0
26.39,No,0
31.7,No,0
22.64,No,0
14.42,No,0
15.87,No,0
15.87,No,0
22.69,No,0
31.77,No,0
11.35,No,0
31.8,No,0
22.71,No,0
10.61,No,0
13.26,No,0
22.74,No,0
15.93,No,0
19.92,No,0
26.58,No,0
39.88,No,0
39.88,No,0
19.96,No,0
22.81,No,0
19.96,No,0
12.28,No,0
12.29,No,0
39.96,No,0
53.28,No,0
12.31,No,0
14.55,Yes,1
14.55,Yes,1
20.0,No,0
16.0,No,0
20.02,No,0
32.03,No,0
22.88,No,0
10.68,No,0
22.88,No,0
16.03,No,0
32.07,No,0
16.03,No,0
17.83,No,0
12.35,No,0
14.59,No,0
26.78,No,0
13.39,No,0
17.85,No,0
17.85,No,0
12.37,No,0
22.98,No,0
16.1,No,0
16.1,No,0
13.42,No,0
26.83,No,0
20.13,No,0
16.1,No,0
10.73,No,0
26.83,No,0
10.73,Yes,1
23.05,No,0
17.93,No,0
23.05,No,0
20.19,No,0
17.94,No,0
17.94,No,0
12.42,No,0
32.3,No,0
23.07,No,0
32.3,No,0
8.98,No,0
14.7,No,0
12.44,No,0
40.42,No,0
10.79,No,0
27.0,No,0
23.14,No,0
10.13,No,0
14.74,No,0
32.43,No,0
32.47,No,0
16.25,No,0
12.51,No,0
27.14,No,0
40.75,No,0
40.75,No,0
27.17,No,0
27.22,No,0
16.33,No,0
32.67,No,0
27.22,No,0
18.17,No,0
23.36,No,0
20.46,No,0
18.2,No,0
16.38,No,0
18.22,No,0
41.0,No,0
32.8,Yes,1
11.71,No,0
13.68,No,0
20.52,No,0
14.92,No,0
20.52,No,0
20.52,No,0
27.39,No,0
32.87,No,0
14.95,No,0
14.95,No,0
9.14,No,0
32.93,No,0
32.93,No,0
23.52,No,0
20.58,No,0
14.98,No,0
32.97,No,0
23.55,No,0
20.63,No,0
12.69,No,0
11.01,No,0
18.35,No,0
41.29,No,0
20.65,No,0
16.53,No,0
20.67,No,0
16.55,No,0
41.38,No,0
27.58,No,0
41.42,No,0
11.06,No,0
20.75,No,0
23.74,No,0
55.39,No,0
20.77,No,0
13.85,Yes,1
27.7,No,0
41.54,No,0
33.27,No,0
13.86,No,0
20.79,No,0
12.81,No,0
27.75,Yes,1
27.77,No,0
27.78,No,0
13.89,No,0
20.85,No,0
18.54,No,0
27.81,No,0
18.54,No,0
33.37,No,0
18.56,No,0
27.83,No,0
5.76,No,0
16.7,No,0
15.2,No,0
33.43,No,0
20.9,No,0
23.88,No,0
15.21,No,0
13.94,No,0
18.61,No,0
33.5,No,0
27.92,No,0
11.18,No,0
13.97,No,0
16.78,No,0
16.8,No,0
12.0,No,0
21.0,No,0
24.02,No,0
33.63,No,0
24.02,No,0
14.01,No,0
16.83,No,0
21.06,No,0
21.06,No,0
12.96,No,0
18.72,No,0
16.87,No,0
42.17,No,0
16.88,No,0
14.07,Yes,1
14.07,No,0
16.88,Yes,1
42.21,No,0
18.78,No,0
14.08,No,0
33.83,No,0
8.46,Yes,1
10.57,Yes,1
21.17,No,0
15.39,Yes,1
21.17,No,0
21.17,No,0
18.81,Yes,1
15.41,No,0
42.38,No,0
24.24,No,0
56.56,No,0
84.84,No,0
42.46,No,0
24.26,No,0
28.31,No,0
15.45,No,0
15.45,No,0
15.45,No,0
42.5,No,0
18.89,No,0
11.33,No,0
14.18,No,0
15.48,No,0
42.58,No,0
14.21,No,0
21.31,No,0
12.19,No,0
11.38,No,0
8.98,No,0
14.24,No,0
28.47,No,0
34.17,No,0
17.1,No,0
21.38,No,0
24.43,No,0
34.2,No,0
14.26,No,0
21.4,No,0
24.45,No,0
42.79,Yes,1
17.13,No,0
14.29,No,0
28.58,No,0
19.07,No,0
24.52,No,0
19.07,No,0
24.52,No,0
17.18,No,0
13.22,No,0
24.55,No,0
13.22,No,0
21.5,No,0
21.5,No,0
13.23,No,0
24.57,No,0
28.67,Yes,1
15.64,No,0
21.52,No,0
28.7,Yes,1
28.7,No,0
9.12,No,0
15.65,No,0
19.15,No,0
28.73,No,0
15.68,No,0
28.75,No,0
34.5,No,0
13.27,No,0
19.17,No,0
19.22,No,0
173.0,No,0
24.74,No,0
34.63,No,0
17.33,No,0
19.26,No,0
15.77,No,0
17.35,No,0
57.83,No,0
12.39,No,0
19.28,No,0
13.36,No,0
13.37,No,0
87.0,No,0
24.88,No,0
24.88,Yes,1
13.4,No,0
10.89,No,0
24.9,No,0
15.85,No,0
10.91,Yes,1
9.69,No,0
58.22,No,0
17.47,No,0
43.67,No,0
29.14,Yes,1
15.89,No,0
15.89,No,0
19.44,No,0
11.67,No,0
175.0,No,0
43.79,Yes,1
11.68,No,0
19.48,No,0
19.5,No,0
25.07,No,0
14.63,No,0
175.5,No,0
13.51,No,0
35.13,No,0
43.96,No,0
15.98,No,0
29.33,Yes,1
58.67,No,0
17.6,No,0
88.0,No,0
11.74,No,0
29.36,No,0
22.04,No,0
25.19,No,0
9.8,No,0
19.61,No,0
14.71,No,0
16.05,No,0
35.3,No,0
58.89,No,0
14.74,No,0
88.5,No,0
35.4,No,0
9.83,No,0
11.8,No,0
35.43,Yes,1
19.69,No,0
17.72,No,0
11.08,No,0
29.56,No,0
29.56,No,0
44.33,No,0
22.17,Yes,1
25.36,No,0
19.74,Yes,1
13.67,No,0
13.67,No,0
19.74,No,0
16.15,No,0
29.61,No,0
44.42,No,0
17.78,No,0
44.46,No,0
14.83,No,0
29.67,No,0
13.69,Yes,1
14.83,No,0
17.8,No,0
17.8,No,0
16.21,No,0
89.25,No,0
19.85,No,0
10.51,No,0
22.33,Yes,1
29.78,Yes,1
19.87,No,0
16.26,Yes,1
14.9,No,0
13.76,No,0
35.77,No,0
9.42,No,0
29.83,No,0
19.91,Yes,1
16.29,No,0
22.4,No,0
16.3,No,0
25.62,No,0
10.55,No,0
14.96,No,0
14.96,No,0
29.95,No,0
16.33,No,0
29.95,No,0
14.97,No,0
10.57,No,0
89.92,No,0
16.35,No,0
35.97,No,0
10.0,No,0
18.0,No,0
25.71,No,0
16.36,No,0
15.01,Yes,1
20.02,No,0
18.05,No,0
25.79,No,0
20.06,Yes,1
18.05,No,0
20.07,No,0
25.81,No,0
36.17,Yes,1
16.44,No,0
9.04,No,0
36.2,No,0
22.63,No,0
16.45,No,0
13.94,No,0
181.17,Yes,1
13.95,No,0
10.68,No,0
22.69,No,0
22.69,No,0
181.6,No,0
45.46,No,0
