TotalRevenue,CHURN,churn_binary
98.0,No,0
98.17,No,0
98.17,No,0
98.17,No,0
98.17,No,0
98.25,No,0
98.33,No,0
98.33,No,0
98.33,No,0
98.33,Yes,1
98.33,No,0
98.33,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.5,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.67,No,0
98.83,No,0
98.83,No,0
98.83,No,0
98.83,No,0
98.83,No,0
98.83,No,0
98.83,No,0
99.0,No,0
99.0,No,0
99.0,No,0
99.17,No,0
99.17,No,0
99.17,No,0
99.17,No,0
99.17,No,0
99.33,No,0
99.33,No,0
99.33,No,0
99.33,No,0
99.5,No,0
99.5,No,0
99.5,No,0
99.5,Yes,1
99.5,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.67,No,0
99.83,Yes,1
99.83,No,0
99.83,No,0
99.83,No,0
99.83,No,0
99.83,No,0
100.0,No,0
100.0,No,0
100.0,No,0
100.0,No,0
100.0,No,0
100.0,No,0
100.0,No,0
100.0,Yes,1
100.0,No,0
100.0,No,0
100.0,No,0
100.17,No,0
100.17,No,0
100.17,No,0
100.17,No,0
100.33,Yes,1
100.33,No,0
100.33,Yes,1
100.33,No,0
100.33,Yes,1
100.5,No,0
100.5,No,0
100.5,No,0
100.5,No,0
100.5,No,0
100.5,No,0
100.5,No,0
100.5,Yes,1
100.5,No,0
100.67,No,0
100.67,No,0
100.67,No,0
100.67,No,0
100.67,No,0
100.83,No,0
100.83,No,0
100.83,No,0
100.83,No,0
101.0,No,0
101.17,No,0
101.17,No,0
101.17,No,0
101.33,No,0
101.33,No,0
101.5,No,0
101.5,No,0
101.5,No,0
101.5,No,0
101.5,No,0
101.5,No,0
101.5,Yes,1
101.67,No,0
101.67,No,0
101.67,No,0
101.67,No,0
101.67,No,0
101.67,No,0
101.83,No,0
101.83,No,0
101.83,No,0
101.83,No,0
102.0,No,0
102.0,No,0
102.0,No,0
102.0,No,0
102.0,No,0
102.17,No,0
102.17,No,0
102.33,No,0
102.33,No,0
102.33,No,0
102.5,Yes,1
102.5,No,0
102.5,No,0
102.67,No,0
102.67,No,0
102.67,Yes,1
102.67,No,0
102.67,No,0
102.83,No,0
102.83,No,0
102.83,No,0
102.83,No,0
102.83,No,0
103.0,No,0
103.0,No,0
103.0,No,0
103.0,No,0
103.0,No,0
103.0,No,0
103.0,No,0
103.0,No,0
103.17,No,0
103.17,No,0
103.17,No,0
103.17,No,0
103.17,No,0
103.17,No,0
103.17,No,0
103.17,No,0
103.33,No,0
103.33,No,0
103.5,No,0
103.5,No,0
103.67,Yes,1
103.67,No,0
103.67,No,0
103.67,No,0
103.67,No,0
103.67,No,0
103.83,No,0
103.83,No,0
104.0,No,0
104.0,No,0
104.0,No,0
104.0,No,0
104.17,No,0
104.33,No,0
104.33,No,0
104.33,No,0
104.5,No,0
104.5,No,0
104.5,No,0
104.67,No,0
104.67,No,0
104.67,Yes,1
104.67,No,0
104.67,No,0
104.67,No,0
104.67,Yes,1
104.83,No,0
104.83,No,0
104.83,No,0
105.0,No,0
105.0,No,0
105.0,No,0
105.0,No,0
105.0,No,0
105.17,No,0
105.17,Yes,1
105.17,No,0
105.17,No,0
105.17,No,0
105.33,No,0
105.33,No,0
105.33,No,0
105.33,No,0
105.33,No,0
105.5,No,0
105.5,No,0
105.5,No,0
105.5,No,0
105.67,No,0
105.67,Yes,1
105.67,No,0
105.67,No,0
105.67,Yes,1
105.67,No,0
105.67,No,0
105.83,No,0
105.83,No,0
106.0,No,0
106.0,Yes,1
106.0,No,0
106.0,No,0
106.0,No,0
106.0,No,0
106.0,No,0
106.0,No,0
106.0,No,0
106.17,No,0
106.17,No,0
106.17,No,0
106.17,No,0
106.17,No,0
106.33,No,0
106.33,No,0
106.33,No,0
106.5,No,0
106.5,No,0
106.5,No,0
106.5,No,0
106.67,Yes,1
106.67,No,0
106.67,No,0
106.67,No,0
106.67,No,0
106.67,No,0
106.83,No,0
106.83,No,0
106.83,No,0
106.83,No,0
106.83,No,0
106.83,No,0
106.83,No,0
107.0,No,0
107.0,No,0
107.0,No,0
107.0,No,0
107.17,No,0
107.33,No,0
107.33,No,0
107.33,No,0
107.33,No,0
107.33,No,0
107.33,No,0
107.33,No,0
107.5,No,0
107.5,No,0
107.67,No,0
107.83,No,0
107.83,No,0
107.83,No,0
107.83,No,0
108.0,No,0
108.0,No,0
108.0,No,0
108.0,No,0
108.17,No,0
108.17,No,0
108.17,No,0
108.17,No,0
108.33,No,0
108.33,Yes,1
108.33,No,0
108.33,No,0
108.5,No,0
108.5,No,0
108.67,Yes,1
108.67,No,0
108.67,No,0
108.67,Yes,1
108.83,No,0
108.83,No,0
108.83,No,0
108.83,No,0
109.0,No,0
109.0,No,0
109.0,No,0
109.0,No,0
109.17,No,0
109.17,No,0
109.17,No,0
109.17,No,0
109.17,Yes,1
109.33,Yes,1
109.33,No,0
109.33,No,0
109.5,No,0
109.5,No,0
109.5,No,0
109.5,No,0
109.67,No,0
109.67,No,0
109.67,No,0
109.67,No,0
109.67,Yes,1
109.83,No,0
109.83,No,0
109.83,No,0
109.83,Yes,1
109.83,No,0
110.0,No,0
110.0,No,0
110.0,No,0
110.0,No,0
110.0,No,0
110.17,No,0
110.17,No,0
110.17,Yes,1
110.17,No,0
110.25,No,0
110.33,No,0
110.33,No,0
110.33,No,0
110.5,No,0
110.5,No,0
110.67,No,0
110.67,No,0
110.67,No,0
110.67,No,0
110.67,No,0
110.67,No,0
110.83,No,0
110.83,No,0
110.83,No,0
111.0,No,0
111.0,No,0
111.0,No,0
111.0,No,0
111.17,No,0
111.17,No,0
111.17,No,0
111.17,No,0
111.17,No,0
111.17,No,0
111.17,No,0
111.17,No,0
111.33,No,0
111.33,No,0
111.33,No,0
111.33,No,0
111.33,No,0
111.33,Yes,1
111.5,No,0
111.5,No,0
111.5,No,0
111.5,No,0
111.67,No,0
111.67,No,0
111.67,No,0
111.67,No,0
111.67,No,0
111.67,No,0
111.67,No,0
111.67,No,0
111.83,No,0
111.83,Yes,1
111.83,No,0
112.0,No,0
112.0,No,0
112.0,No,0
112.17,No,0
112.33,No,0
112.33,No,0
112.33,No,0
112.33,No,0
112.5,No,0
112.5,No,0
112.5,No,0
112.5,No,0
112.5,No,0
112.5,Yes,1
112.5,Yes,1
112.83,No,0
112.83,No,0
112.83,No,0
112.83,No,0
112.83,No,0
113.0,No,0
113.0,No,0
113.0,No,0
113.0,No,0
113.17,No,0
113.33,No,0
113.33,No,0
113.5,No,0
113.5,No,0
113.5,No,0
113.5,No,0
113.67,No,0
113.67,No,0
113.8,No,0
113.83,Yes,1
113.83,No,0
113.83,No,0
113.83,No,0
114.0,No,0
114.0,No,0
114.17,No,0
114.17,No,0
114.17,Yes,1
114.17,No,0
114.17,No,0
114.17,No,0
114.17,No,0
114.17,No,0
114.33,No,0
114.33,No,0
114.5,No,0
114.5,No,0
114.67,No,0
114.67,No,0
114.67,No,0
114.67,No,0
114.83,No,0
114.83,Yes,1
114.83,No,0
114.83,No,0
114.83,No,0
115.0,No,0
115.0,No,0
115.0,Yes,1
115.0,No,0
115.0,No,0
115.17,No,0
115.17,No,0
115.33,No,0
115.33,No,0
115.33,No,0
115.33,No,0
115.5,No,0
115.5,No,0
115.5,No,0
115.5,No,0
115.67,No,0
115.67,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
115.83,No,0
116.0,No,0
116.0,No,0
116.0,No,0
116.0,No,0
116.17,No,0
116.17,No,0
116.17,No,0
116.17,No,0
116.33,No,0
116.33,No,0
116.33,No,0
116.33,No,0
116.33,No,0
116.5,No,0
116.5,No,0
116.5,No,0
116.5,No,0
116.5,No,0
116.5,No,0
116.67,No,0
116.67,No,0
116.67,No,0
116.67,No,0
116.83,No,0
116.83,No,0
116.83,No,0
116.83,No,0
116.83,No,0
117.0,No,0
117.0,No,0
117.0,No,0
117.0,No,0
117.0,No,0
117.17,No,0
117.17,No,0
117.17,No,0
117.17,No,0
117.33,No,0
117.33,No,0
117.33,No,0
117.33,No,0
117.33,No,0
117.33,Yes,1
117.33,No,0
117.5,No,0
117.5,No,0
117.5,No,0
117.67,No,0
117.67,No,0
117.67,Yes,1
118.0,No,0
118.17,No,0
118.17,No,0
118.17,No,0
118.17,Yes,1
118.17,No,0
118.17,No,0
118.17,No,0
118.17,No,0
118.33,No,0
118.33,No,0
118.33,No,0
118.33,No,0
118.33,No,0
118.33,Yes,1
118.33,No,0
118.33,No,0
118.5,No,0
118.67,No,0
118.67,No,0
118.67,No,0
118.83,No,0
118.83,No,0
118.83,No,0
118.83,No,0
118.83,No,0
118.83,No,0
119.0,No,0
119.0,No,0
119.0,No,0
119.16,No,0
119.17,No,0
119.17,No,0
119.17,No,0
119.17,No,0
119.33,No,0
119.33,No,0
119.5,No,0
119.5,No,0
119.5,No,0
119.67,No,0
119.67,No,0
119.83,No,0
119.83,No,0
119.83,No,0
119.83,No,0
119.83,No,0
120.0,No,0
120.0,No,0
120.0,No,0
120.0,No,0
120.0,No,0
120.17,No,0
120.17,No,0
120.17,No,0
120.33,No,0
120.33,No,0
120.5,No,0
120.5,No,0
120.5,No,0
120.67,No,0
120.67,No,0
120.67,No,0
120.67,Yes,1
120.67,No,0
120.67,No,0
120.67,No,0
120.83,No,0
120.83,No,0
120.83,No,0
120.83,No,0
121.0,No,0
121.0,No,0
121.0,No,0
121.0,No,0
121.0,No,0
121.0,No,0
121.17,No,0
121.17,No,0
121.17,No,0
121.17,No,0
121.17,No,0
121.17,No,0
121.33,No,0
121.33,No,0
121.33,No,0
121.33,No,0
121.5,No,0
121.5,Yes,1
121.5,No,0
121.5,No,0
121.67,No,0
121.83,No,0
121.83,No,0
121.83,No,0
121.83,No,0
121.83,No,0
121.83,No,0
122.0,No,0
122.0,No,0
122.33,No,0
122.33,No,0
122.33,No,0
122.33,Yes,1
122.33,Yes,1
122.4,No,0
122.5,No,0
122.5,No,0
122.5,No,0
122.67,No,0
122.67,Yes,1
122.67,No,0
122.67,No,0
122.83,No,0
122.83,No,0
122.83,Yes,1
122.83,No,0
122.83,No,0
122.83,No,0
123.0,No,0
123.0,No,0
123.0,No,0
123.17,No,0
123.17,No,0
123.17,No,0
123.33,No,0
123.33,No,0
123.33,No,0
123.5,No,0
123.5,No,0
123.5,No,0
123.5,Yes,1
123.67,No,0
123.67,No,0
123.83,No,0
123.83,No,0
123.83,No,0
124.0,No,0
124.0,No,0
124.0,No,0
124.0,No,0
124.0,No,0
124.17,No,0
124.17,No,0
124.17,No,0
124.17,No,0
124.17,No,0
124.17,No,0
124.33,No,0
124.33,No,0
124.33,No,0
124.33,No,0
124.33,No,0
124.33,No,0
124.5,No,0
124.5,No,0
124.5,No,0
124.5,No,0
124.5,Yes,1
124.5,No,0
124.5,No,0
124.5,No,0
124.67,No,0
124.83,No,0
124.83,No,0
124.83,No,0
124.83,No,0
125.0,No,0
125.0,No,0
125.0,No,0
125.0,No,0
125.0,No,0
125.17,Yes,1
125.17,No,0
125.17,No,0
125.17,No,0
125.17,No,0
125.17,No,0
125.33,No,0
125.33,No,0
125.33,No,0
125.33,No,0
125.67,Yes,1
125.67,No,0
125.67,No,0
125.67,No,0
125.83,No,0
125.83,No,0
125.83,No,0
126.0,No,0
126.0,No,0
126.17,No,0
126.17,No,0
126.17,No,0
126.17,Yes,1
126.33,No,0
126.33,No,0
126.5,No,0
126.5,No,0
126.67,No,0
126.67,No,0
126.67,No,0
126.67,No,0
126.67,No,0
126.83,Yes,1
127.0,No,0
127.0,No,0
127.0,No,0
127.17,No,0
127.17,No,0
127.33,No,0
127.5,Yes,1
127.5,No,0
127.5,No,0
127.5,No,0
127.67,No,0
127.67,No,0
127.67,No,0
127.67,No,0
127.83,No,0
127.83,Yes,1
127.83,No,0
127.83,No,0
127.83,No,0
127.83,No,0
128.0,No,0
128.0,No,0
128.0,No,0
128.0,No,0
128.17,No,0
128.17,No,0
128.17,No,0
128.17,No,0
128.33,No,0
128.33,No,0
128.33,No,0
128.33,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.5,No,0
128.67,No,0
128.83,No,0
129.0,No,0
129.0,No,0
129.0,Yes,1
129.0,Yes,1
129.17,No,0
129.17,Yes,1
129.17,No,0
129.17,No,0
129.17,No,0
129.17,No,0
129.17,No,0
129.33,No,0
129.33,No,0
129.33,No,0
129.5,No,0
129.5,No,0
129.67,No,0
129.67,No,0
129.83,No,0
129.83,Yes,1
129.83,No,0
129.83,No,0
129.83,No,0
130.0,No,0
130.0,No,0
130.17,Yes,1
130.17,No,0
130.17,No,0
130.17,No,0
130.33,No,0
130.33,No,0
130.33,No,0
130.5,Yes,1
130.5,No,0
130.5,No,0
130.67,No,0
130.83,No,0
130.83,No,0
130.83,No,0
131.0,No,0
131.0,No,0
131.17,No,0
131.17,No,0
131.17,No,0
131.33,No,0
131.33,No,0
131.5,No,0
131.5,No,0
131.5,No,0
131.67,No,0
131.67,No,0
131.67,No,0
131.67,No,0
131.83,No,0
131.83,No,0
131.83,No,0
132.0,No,0
132.0,No,0
132.0,No,0
132.0,No,0
132.17,No,0
132.17,No,0
132.17,No,0
132.17,No,0
132.17,No,0
132.17,No,0
132.33,No,0
132.33,No,0
132.33,No,0
132.33,No,0
132.33,No,0
132.5,No,0
132.5,No,0
132.5,No,0
132.5,No,0
132.67,No,0
132.67,No,0
132.67,No,0
132.67,No,0
132.67,No,0
132.83,Yes,1
132.83,Yes,1
132.83,No,0
132.83,No,0
133.0,No,0
133.0,No,0
133.0,Yes,1
133.0,Yes,1
133.17,No,0
133.17,No,0
133.17,Yes,1
133.17,No,0
133.2,No,0
133.33,No,0
133.33,No,0
133.33,No,0
133.33,No,0
133.5,No,0
133.5,Yes,1
133.5,No,0
133.5,No,0
133.5,No,0
133.5,No,0
133.5,No,0
133.5,No,0
133.5,Yes,1
133.67,Yes,1
133.67,No,0
133.67,No,0
133.67,No,0
133.83,No,0
133.83,No,0
133.83,No,0
133.83,No,0
134.0,No,0
134.0,No,0
134.0,No,0
134.0,No,0
134.0,No,0
134.0,No,0
134.17,No,0
134.17,No,0
134.17,No,0
134.33,No,0
134.33,No,0
134.33,No,0
134.5,No,0
134.5,No,0
134.5,No,0
134.5,No,0
134.5,No,0
134.5,No,0
134.5,No,0
134.67,No,0
134.67,No,0
134.67,No,0
134.83,No,0
134.83,No,0
134.83,No,0
135.0,Yes,1
135.0,No,0
135.0,No,0
135.0,No,0
135.17,No,0
135.33,No,0
135.33,No,0
135.33,No,0
135.33,No,0
135.5,No,0
135.5,No,0
135.5,No,0
135.5,No,0
135.67,No,0
135.67,No,0
135.83,No,0
136.0,No,0
136.0,No,0
136.0,No,0
136.0,No,0
136.0,No,0
136.0,No,0
136.17,No,0
136.17,No,0
136.25,No,0
136.33,No,0
136.33,No,0
136.5,No,0
136.5,No,0
136.5,No,0
136.5,No,0
136.67,No,0
136.67,No,0
136.67,No,0
136.67,No,0
136.67,No,0
136.83,No,0
136.83,No,0
136.83,No,0
136.83,No,0
136.83,No,0
137.0,No,0
137.0,Yes,1
137.0,No,0
137.17,No,0
137.33,No,0
137.33,No,0
137.5,Yes,1
137.5,No,0
137.67,No,0
137.67,No,0
137.83,Yes,1
138.0,No,0
138.0,No,0
138.17,No,0
138.17,No,0
138.17,No,0
138.33,No,0
138.33,No,0
138.33,No,0
138.33,No,0
138.5,No,0
138.5,No,0
138.5,No,0
138.67,No,0
138.67,No,0
139.0,No,0
139.0,No,0
139.0,No,0
139.0,No,0
139.17,Yes,1
139.17,No,0
139.17,No,0
139.25,No,0
139.33,No,0
139.33,No,0
139.5,No,0
139.5,No,0
139.5,No,0
139.5,No,0
139.5,No,0
139.5,No,0
139.67,No,0
139.67,No,0
139.67,No,0
139.67,No,0
139.67,No,0
139.67,Yes,1
139.67,No,0
139.83,No,0
140.0,No,0
140.0,No,0
140.17,Yes,1
140.17,No,0
140.17,No,0
140.33,No,0
140.33,No,0
140.33,No,0
140.33,No,0
140.33,No,0
140.5,No,0
140.5,No,0
140.67,No,0
140.83,No,0
140.83,No,0
141.0,No,0
141.0,No,0
141.0,No,0
141.0,No,0
141.17,No,0
141.17,No,0
141.17,No,0
141.33,Yes,1
141.33,No,0
141.33,No,0
141.33,No,0
141.5,No,0
141.5,No,0
141.5,No,0
141.5,No,0
141.67,No,0
141.67,No,0
141.83,No,0
141.83,No,0
142.0,No,0
142.0,No,0
142.0,Yes,1
142.17,No,0
142.33,No,0
142.33,No,0
142.33,No,0
142.33,No,0
142.33,No,0
142.5,No,0
142.83,No,0
143.0,No,0
143.0,No,0
143.0,No,0
143.0,No,0
143.17,No,0
143.5,No,0
143.5,No,0
143.5,No,0
143.5,No,0
143.67,No,0
143.67,Yes,1
143.83,No,0
143.83,No,0
143.83,Yes,1
143.83,No,0
143.83,Yes,1
144.0,No,0
144.0,No,0
144.0,No,0
144.0,No,0
144.0,No,0
144.0,No,0
144.17,No,0
144.17,No,0
144.17,No,0
144.17,No,0
144.33,No,0
144.33,No,0
144.5,No,0
144.5,No,0
144.5,No,0
144.5,No,0
144.67,No,0
144.67,No,0
144.67,No,0
144.67,No,0
144.67,No,0
144.83,No,0
144.83,No,0
144.83,No,0
144.83,No,0
144.83,Yes,1
144.83,No,0
144.83,No,0
145.0,No,0
145.17,No,0
145.17,No,0
145.17,Yes,1
145.17,No,0
145.33,No,0
145.33,No,0
145.33,No,0
145.5,No,0
145.5,No,0
145.5,No,0
145.5,No,0
145.5,No,0
145.5,No,0
145.67,No,0
145.67,No,0
145.83,No,0
145.83,Yes,1
145.83,No,0
146.0,No,0
146.0,No,0
146.0,No,0
146.33,No,0
146.33,No,0
146.33,No,0
146.33,No,0
146.33,No,0
146.5,No,0
146.5,No,0
146.5,No,0
146.67,No,0
146.67,No,0
146.67,No,0
146.67,No,0
146.67,No,0
146.83,Yes,1
146.83,No,0
147.17,No,0
147.17,No,0
147.17,No,0
147.33,No,0
147.33,No,0
147.5,No,0
147.5,No,0
147.5,No,0
147.5,No,0
147.5,No,0
147.67,No,0
147.67,No,0
147.67,No,0
147.83,No,0
147.83,No,0
147.83,No,0
147.83,No,0
148.0,No,0
148.0,No,0
148.0,No,0
148.17,No,0
148.17,No,0
148.33,No,0
148.33,No,0
148.33,No,0
148.33,No,0
148.5,No,0
148.5,No,0
148.67,No,0
148.67,No,0
148.83,No,0
148.83,No,0
148.83,No,0
148.83,No,0
148.83,No,0
148.83,No,0
148.83,No,0
148.83,No,0
149.0,No,0
149.0,No,0
149.17,Yes,1
149.17,No,0
149.17,No,0
149.33,No,0
149.5,No,0
149.67,No,0
149.83,No,0
149.83,No,0
149.83,No,0
150.0,No,0
150.0,Yes,1
150.0,No,0
150.0,No,0
150.0,No,0
150.0,No,0
150.0,No,0
150.17,No,0
150.17,No,0
150.17,No,0
150.33,No,0
150.33,No,0
150.33,No,0
150.5,Yes,1
150.5,No,0
150.5,No,0
150.5,No,0
150.6,No,0
150.67,No,0
150.67,No,0
150.83,No,0
151.0,No,0
151.0,No,0
151.17,No,0
151.17,No,0
151.17,No,0
151.33,No,0
151.33,No,0
151.33,No,0
151.5,No,0
151.5,No,0
151.5,No,0
151.5,No,0
151.67,No,0
151.67,No,0
151.67,No,0
151.67,No,0
151.83,No,0
152.0,No,0
152.0,No,0
152.0,No,0
152.17,No,0
152.17,No,0
152.17,No,0
152.33,No,0
152.33,No,0
152.33,No,0
152.5,No,0
152.5,No,0
152.67,No,0
152.67,No,0
152.67,No,0
152.67,No,0
152.83,No,0
152.83,No,0
153.0,No,0
153.0,No,0
153.0,Yes,1
153.0,No,0
153.0,No,0
153.17,No,0
153.17,No,0
153.17,No,0
153.17,No,0
153.17,No,0
153.33,No,0
153.33,No,0
153.5,No,0
153.5,No,0
153.5,No,0
153.67,No,0
153.67,No,0
153.67,No,0
153.67,No,0
153.67,Yes,1
153.67,No,0
153.67,No,0
153.83,Yes,1
153.83,No,0
153.83,No,0
153.83,No,0
153.83,No,0
153.83,Yes,1
154.0,No,0
154.0,No,0
154.0,No,0
154.0,No,0
154.0,No,0
154.17,No,0
154.17,No,0
154.33,Yes,1
154.5,No,0
154.67,Yes,1
154.67,Yes,1
154.67,No,0
154.83,No,0
155.0,No,0
155.17,No,0
155.17,No,0
155.33,No,0
155.33,No,0
155.33,No,0
155.33,No,0
155.33,No,0
155.33,No,0
155.5,Yes,1
155.5,Yes,1
155.83,No,0
155.83,No,0
156.0,No,0
156.17,No,0
156.17,No,0
156.33,No,0
156.33,No,0
156.5,No,0
156.5,No,0
156.67,No,0
156.67,No,0
156.67,No,0
156.67,No,0
156.75,No,0
156.83,No,0
156.83,No,0
157.0,No,0
157.0,No,0
157.17,No,0
157.33,No,0
157.33,No,0
157.33,No,0
157.33,No,0
157.5,No,0
157.5,No,0
157.5,No,0
157.5,No,0
157.5,No,0
157.67,Yes,1
157.67,No,0
157.67,No,0
157.67,No,0
158.17,No,0
158.17,No,0
158.33,No,0
158.33,No,0
158.5,No,0
158.5,No,0
158.67,No,0
158.67,No,0
158.67,No,0
158.83,No,0
158.83,No,0
158.83,No,0
159.0,No,0
159.0,No,0
159.17,No,0
159.17,No,0
159.17,No,0
159.33,No,0
159.33,No,0
159.5,No,0
159.5,No,0
159.5,No,0
159.67,No,0
159.67,No,0
159.67,No,0
159.67,No,0
159.83,No,0
159.83,No,0
159.83,No,0
160.0,No,0
160.0,Yes,1
160.0,Yes,1
160.0,No,0
160.0,No,0
160.17,No,0
160.17,No,0
160.17,No,0
160.17,No,0
160.17,No,0
160.33,No,0
160.33,No,0
160.33,No,0
160.5,No,0
160.5,No,0
160.5,No,0
160.67,No,0
160.67,No,0
160.67,No,0
160.67,No,0
160.75,No,0
160.83,No,0
161.0,No,0
161.0,No,0
161.0,No,0
161.0,No,0
161.0,No,0
161.0,No,0
161.0,No,0
161.0,No,0
161.0,Yes,1
161.33,No,0
161.33,No,0
161.33,No,0
161.5,No,0
161.5,No,0
161.5,No,0
161.5,No,0
161.5,No,0
161.5,No,0
161.5,No,0
161.67,No,0
161.67,No,0
161.67,No,0
161.67,No,0
161.83,No,0
162.0,No,0
162.0,No,0
162.0,No,0
162.17,No,0
162.17,No,0
162.33,No,0
162.5,No,0
162.67,No,0
162.83,No,0
163.0,No,0
163.0,No,0
163.0,No,0
163.33,No,0
163.33,No,0
163.33,No,0
163.33,No,0
163.5,No,0
163.5,No,0
163.67,No,0
163.83,No,0
163.83,No,0
164.0,No,0
164.0,No,0
164.0,Yes,1
164.0,No,0
164.17,No,0
164.17,No,0
164.17,No,0
164.17,No,0
164.17,No,0
164.33,No,0
164.33,No,0
164.5,No,0
164.5,No,0
164.5,No,0
164.67,No,0
164.67,No,0
164.67,No,0
164.67,No,0
164.83,No,0
164.83,No,0
164.83,No,0
165.0,No,0
165.0,No,0
165.17,No,0
165.17,No,0
165.17,No,0
165.2,No,0
165.33,No,0
165.33,No,0
165.5,No,0
165.5,No,0
165.5,No,0
165.67,No,0
165.83,No,0
166.0,No,0
166.17,No,0
166.17,No,0
166.17,No,0
166.17,Yes,1
166.17,No,0
166.17,No,0
166.33,No,0
166.33,No,0
166.33,No,0
166.5,No,0
166.5,Yes,1
166.6,No,0
166.67,No,0
166.67,No,0
166.83,No,0
166.83,No,0
166.83,No,0
166.83,No,0
166.83,No,0
167.0,No,0
167.0,No,0
167.0,No,0
167.0,No,0
167.17,No,0
167.17,No,0
167.17,No,0
167.17,No,0
167.33,No,0
167.33,No,0
167.5,No,0
167.5,No,0
167.5,No,0
167.67,No,0
167.67,No,0
167.83,No,0
168.0,No,0
168.0,No,0
168.0,No,0
168.17,No,0
168.17,No,0
168.17,No,0
168.17,No,0
168.33,No,0
168.5,No,0
168.5,No,0
168.5,No,0
168.5,No,0
168.67,No,0
168.67,No,0
168.83,No,0
168.83,Yes,1
168.83,No,0
168.83,Yes,1
168.83,No,0
169.0,No,0
169.0,No,0
169.17,No,0
169.17,Yes,1
169.17,Yes,1
169.33,No,0
169.33,Yes,1
169.33,No,0
169.33,No,0
169.33,Yes,1
169.5,No,0
169.5,No,0
169.67,No,0
169.67,No,0
169.67,No,0
169.83,No,0
169.83,No,0
169.83,No,0
170.0,No,0
170.0,No,0
170.0,No,0
170.0,No,0
170.0,No,0
170.0,No,0
170.17,No,0
170.33,No,0
170.33,No,0
170.5,No,0
170.5,No,0
170.67,No,0
170.67,No,0
170.67,No,0
170.83,No,0
170.83,No,0
170.83,No,0
171.0,No,0
171.0,No,0
171.0,No,0
171.0,No,0
171.17,No,0
171.17,No,0
171.17,No,0
171.17,Yes,1
171.33,No,0
171.5,No,0
171.5,No,0
171.67,No,0
171.67,No,0
171.67,No,0
171.67,No,0
171.83,No,0
171.83,No,0
171.83,No,0
171.83,No,0
172.0,No,0
172.0,No,0
172.0,No,0
172.0,No,0
172.0,Yes,1
172.0,No,0
172.17,No,0
172.17,Yes,1
172.17,No,0
172.17,No,0
172.17,No,0
172.33,No,0
172.4,No,0
172.5,No,0
172.5,No,0
172.5,No,0
172.5,No,0
172.5,No,0
173.0,No,0
173.0,No,0
173.17,No,0
173.17,No,0
173.33,No,0
173.33,No,0
173.5,No,0
173.5,No,0
173.5,No,0
173.5,No,0
173.5,No,0
173.67,No,0
173.83,No,0
174.0,No,0
174.17,No,0
174.17,Yes,1
174.17,No,0
174.17,No,0
174.33,No,0
174.33,No,0
174.5,Yes,1
174.5,No,0
174.67,No,0
174.67,No,0
174.67,No,0
174.83,Yes,1
174.83,No,0
174.83,No,0
175.0,No,0
175.0,No,0
175.0,No,0
175.17,Yes,1
175.17,No,0
175.33,No,0
175.5,No,0
175.5,No,0
175.5,No,0
175.5,No,0
175.67,No,0
175.67,No,0
175.83,No,0
175.83,No,0
176.0,Yes,1
176.0,No,0
176.0,No,0
176.0,No,0
176.17,No,0
176.17,No,0
176.33,No,0
176.33,No,0
176.33,No,0
176.5,No,0
176.5,No,0
176.5,No,0
176.5,No,0
176.67,No,0
176.83,No,0
177.0,No,0
177.0,No,0
177.0,No,0
177.0,No,0
177.17,Yes,1
177.17,No,0
177.17,No,0
177.2,No,0
177.33,No,0
177.33,No,0
177.33,No,0
177.33,Yes,1
177.5,No,0
177.67,Yes,1
177.67,No,0
177.67,No,0
177.67,No,0
177.67,No,0
177.67,No,0
177.67,No,0
177.83,No,0
177.83,No,0
178.0,No,0
178.0,No,0
178.0,Yes,1
178.0,No,0
178.0,No,0
178.0,No,0
178.33,No,0
178.5,No,0
178.67,No,0
178.67,No,0
178.67,Yes,1
178.67,Yes,1
178.83,No,0
178.83,Yes,1
178.83,No,0
178.83,No,0
178.83,No,0
179.0,No,0
179.0,No,0
179.17,Yes,1
179.17,No,0
179.17,No,0
179.33,No,0
179.33,No,0
179.33,No,0
179.5,No,0
179.5,No,0
179.67,No,0
179.67,No,0
179.67,No,0
179.67,No,0
179.67,No,0
179.83,No,0
179.83,No,0
179.83,No,0
180.0,No,0
180.0,No,0
180.0,No,0
180.0,No,0
180.17,Yes,1
180.17,No,0
180.5,No,0
180.5,No,0
180.5,Yes,1
180.5,No,0
180.67,No,0
180.67,No,0
180.83,Yes,1
180.83,No,0
180.83,No,0
181.0,No,0
181.0,No,0
181.0,No,0
181.17,No,0
181.17,Yes,1
181.33,No,0
181.5,No,0
181.5,No,0
181.5,No,0
